																														Public/Private	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public
2621	14.716	950.81256	TAG 18:0-18:1-22:6	[M+NH4]+	ion correlated with 2653; adduct linked to 2791_[M+H]+; adduct linked to 2653_[M+H]+	0.222	TRUE	14.53	950.81714	C61H104O6	TAG	GPPIWOJDFFGJMA-GYGDYXAYNA-N	CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCCCCCC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99	42.5	76.5	100	157.59	160824_Liver_DHA_Pos_15	950.81775:2989 951.8211:3124 952.82446:1534	91.05643:10 95.08928:31 97.10301:31 109.09882:20 121.0965:20 143.09517:10 181.11765:10 187.14432:20 211.15547:31 213.17563:10 227.18811:31 239.17896:20 265.24481:31 267.25229:20 281.28232:10 293.21875:82 311.23492:92 339.29227:41 341.30154:61 600.49109:21 601.49072:21 604.55347:21 605.5564:733 606.5672:41 623.51245:51 645.52502:10 649.50659:143 651.50732:51 651.52533:102 673.51001:41 677.54004:71 868.75037:41 882.74994:61 882.77087:92 898.89062:10 929.74274:242 930.77551:20 933.76086:51 950.80737:238	0.394105442	0.436077746	0.374616972	0.869738808	0.90459364	1.534901693	1.594444643	2.078723688	2.4844443	0.350815801	0.493286119	0.622152618	0.726763382	0.366914104	0.371376444	0.348678481	0.523888374	0.003271301
2623	14.494	950.81891	TAG 18:1-18:2-22:4	[M+NH4]+		0.333	TRUE	14.49	950.81714	C61H104O6	TAG	ABENPAILMZUZDF-RQSDEDKLNA-N	CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	100	47.9	81.6	100	194.64	160824_Liver_AA_Pos_20	950.81891:7390 951.82226:8961 952.82562:3399	77.0383:10 81.06598:31 83.08294:31 91.05093:31 93.07746:10 95.08227:82 103.03567:10 106.07239:10 107.08469:41 109.09867:71 119.08484:41 121.10101:31 123.12157:31 133.09726:20 135.11671:31 145.09348:10 163.14775:20 171.11621:41 173.13197:41 184.09357:10 189.15681:31 201.16077:31 203.18292:71 204.1877:31 213.16718:20 215.17:31 217.19881:41 227.18788:20 229.19983:31 231.20778:20 231.22279:10 245.22569:41 247.24481:31 263.2355:82 265.25146:31 270.23108:31 287.24557:31 295.25626:10 297.25729:61 313.24908:31 313.26657:31 315.26248:133 335.26022:10 337.27567:61 339.28677:71 342.30811:41 371.29532:51 387.29196:31 573.49811:51 575.48993:31 577.51575:41 597.53479:10 601.51794:651 602.508:63 603.52313:61 604.53912:51 605.54211:51 625.51471:20 627.53119:41 628.53894:51 629.53326:51 629.55096:41 650.52771:21 651.53571:492 652.53723:31 653.54315:391 655.55371:31 669.5061:20 677.54694:71 679.56464:41 854.70544:51 854.73431:92 854.75909:41 905.71765:10 915.76184:31 915.80457:41 930.89117:10 933.78619:281 934.80823:21 950.52838:21 950.81116:345	2.007979997	2.109572687	1.875901527	5.864388496	0	1.895319349	1.94093854	2.462643494	2.534316049	1.558311258	4.693966083	4.177181435	2.262891446	0.988335101	1.17737685	1.040202532	1.357918666	0.01526607
2617	14.404	948.7926	TAG 18:1-18:1-22:6	[M+NH4]+		0.333	TRUE	14.35	948.80145	C61H102O6	TAG	QFVBKJOYLFHVKV-DNVUEQEENA-N	CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCCCCCC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.9	43.8	71.8	100	335.46	160824_Liver_DHA_Pos_14	948.7926:21008 949.79595:16695 950.79931:11783	77.03821:31 79.05364:82 81.07097:153 83.08541:71 85.11025:10 91.05215:51 93.06373:31 93.06782:61 95.08215:102 97.09859:82 101.0644:10 105.07053:51 107.08455:71 109.1:102 111.11342:51 115.05318:10 117.06407:51 119.08315:71 121.09929:112 123.11358:61 129.06691:31 131.08475:61 133.10196:51 135.11652:92 139.14944:10 142.07555:10 143.08299:61 145.09496:41 147.11755:41 149.13348:102 151.15097:61 153.1244:31 157.09552:51 159.11438:71 161.13538:82 163.14931:51 167.07971:31 167.49213:10 169.09915:41 171.11411:92 173.13171:61 175.14435:61 177.16298:31 181.09819:71 183.11066:41 185.13039:61 187.11295:41 187.14577:51 188.11787:10 191.14487:31 195.11923:41 197.12869:71 199.15042:71 201.13045:61 201.16447:82 203.17859:61 205.19669:41 208.12138:10 209.13626:61 211.14879:102 213.1586:82 215.17587:61 223.15021:82 225.15694:61 227.14287:31 227.18753:122 229.14821:51 229.19734:31 237.16208:31 241.15932:61 241.19218:41 247.23555:112 251.17331:51 263.23508:51 265.19818:51 265.25793:407 267.21011:41 269.22269:71 283.24429:61 293.22769:299 311.24164:357 312.24554:31 313.26855:31 316.94012:10 321.26752:31 337.27252:41 339.29141:484 351.24033:51 352.22729:51 367.25497:31 383.25085:31 393.29239:61 573.50049:10 575.49908:102 577.51471:51 577.53168:71 578.50861:122 578.53235:112 599.48743:71 600.5069:82 601.51343:51 601.64148:41 603.53595:5671 604.53113:153 605.57922:31 621.49036:31 623.49683:71 624.50836:51 629.55341:31 645.48041:41 646.47015:61 646.4845:82 647.48932:71 649.51575:2119 650.49774:134 650.51935:154 651.51654:61 671.47772:41 671.5033:71 672.49078:208 675.50537:71 675.53101:71 866.72839:92 913.75458:61 928.74701:1878 929.72327:41 931.70758:52 931.76355:354 932.78448:31 948.7962:1137	2.215672714	2.672373881	3.134248384	5.351750476	0.22614841	7.328302859	9.248237105	13.26543962	12.26096951	1.989783371	3.279965296	3.178486522	2.135467734	1.73418169	1.13683357	1.532759494	1.74290178	0.010359119
2618	14.295	948.79474	TAG 18:1-18:2-22:5	[M+NH4]+	adduct linked to 2640_[M+H]+; adduct linked to 2784_[M+H]+	0.222	TRUE	14.3	948.80145	C61H102O6	TAG	ZMFFWUOLHWWCNZ-PSVMOQGVNA-N	CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	100	44.2	85.5	100	275.25	160824_Liver_EPA_Pos_09	948.79547:5869 949.79882:5297 950.80218:2231	77.04205:10 81.06983:41 83.08297:41 85.10649:10 91.05365:41 93.06796:41 95.08368:71 97.09874:20 105.06492:20 107.09348:10 109.09723:31 121.10259:41 123.11691:31 130.07568:10 133.09402:31 135.11838:41 145.1003:20 149.13026:20 157.11876:10 159.12531:10 171.11438:71 175.14836:41 183.11858:10 185.13835:41 189.16652:41 191.14516:31 196.11409:10 201.16278:92 211.14502:41 211.15732:10 213.16512:31 215.17827:71 225.15729:31 229.19556:31 241.2057:10 245.22789:31 247.24037:31 263.23318:51 265.24686:51 265.25604:71 289.24091:10 293.22812:10 295.24652:71 311.23712:31 313.24905:153 319.26575:41 336.22964:10 337.27823:82 339.26593:20 339.29193:143 341.27774:20 365.34641:10 369.26718:31 369.2916:51 387.28912:20 527.4621:10 573.48108:41 575.49316:41 598.49377:31 599.49518:41 600.52509:21 601.51434:778 602.50781:41 603.51605:31 626.52417:20 629.54016:31 647.4975:31 648.49231:31 649.52386:507 650.50952:31 651.53546:536 652.53345:20 653.53937:31 672.4881:20 672.52472:20 673.50934:20 675.53564:51 677.53571:31 902.70508:31 913.78577:41 929.74182:756 930.74017:31 931.75195:202 939.30823:10 948.80194:384	0.984838006	2.122617748	2.101939211	4.163001631	0	1.905552027	2.296595912	2.479692564	3.005604078	3.127585511	6.086014346	5.299584489	3.781090545	0.843407565	1.050881816	1.079736709	1.077713227	0.011449553
2609	14.184	946.78766	TAG 18:1-18:2-22:6	[M+NH4]+	adduct linked to 2626_[M+H]+; adduct linked to 2776_[M+H]+; similar chromatogram in higher mz_2272	0.889	TRUE	14.13	946.78583	C61H100O6	TAG	RLAPDVQGJNAHOC-IPTWROKLNA-N	CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.9	67.4	77.8	100	470.06	160824_Liver_DHA_Pos_14	946.78766:36427 947.79101:52247 948.79437:19672	77.03563:61 79.05228:143 81.06832:279 83.08145:122 91.05475:184 93.06908:194 95.08343:359 97.10265:102 105.0632:20 105.07043:82 107.08591:163 109.09843:250 111.07614:41 111.11778:82 117.0655:61 119.08305:102 121.10075:196 123.11661:153 129.06842:41 131.08466:82 133.10023:173 135.11807:196 137.13622:92 139.10941:31 139.15102:10 141.8065:10 143.08965:71 145.10507:102 147.11919:82 149.13167:92 151.14395:31 153.12257:31 155.08069:41 157.10074:71 159.11963:102 161.13171:133 163.14021:41 163.14743:143 165.16298:51 167.08328:61 169.09908:82 171.11034:92 171.11403:153 173.1335:122 175.14801:153 177.13284:31 177.16289:51 179.17798:41 181.10191:82 183.1144:82 185.13031:133 187.10902:41 187.14761:82 189.12735:82 189.16032:102 191.18576:41 195.11325:51 197.1306:102 199.11652:51 199.14836:153 201.12839:71 201.1644:163 203.14635:71 203.18254:61 205.72243:10 209.13211:82 211.14668:112 213.16678:133 215.14476:51 215.17995:122 217.15683:31 221.23424:10 223.15015:102 225.1611:102 227.14494:51 227.17046:92 227.17683:184 229.15669:61 235.14348:20 237.15985:71 239.18266:41 241.15927:71 241.18556:31 243.20122:31 245.22968:133 247.24216:112 251.18221:71 255.17369:31 263.23734:340 265.19815:61 265.24872:302 267.21469:71 269.22729:102 283.20627:61 283.2395:82 291.21619:51 293.22284:504 295.24847:31 307.24213:10 309.22125:61 309.24359:31 311.23663:781 319.26022:122 321.27258:41 335.25452:31 337.27252:365 339.28622:558 367.26038:71 383.26471:41 385.26987:51 391.28601:71 391.30835:10 393.29523:51 433.37256:10 461.39713:10 527.47119:31 539.42706:31 555.45026:51 559.42761:10 565.42694:41 573.46014:51 575.48914:41 579.43219:31 591.47595:31 599.5083:71 599.64996:41 601.52057:11402 602.5141:291 603.52576:71 609.47778:31 617.18231:10 621.48706:31 645.48425:31 647.50391:2070 648.49878:51 649.51239:1812 650.49438:32 650.52679:92 663.49872:51 663.54962:10 665.50275:41 672.47272:31 673.53052:31 819.63965:41 847.68188:41 864.70715:41 911.73889:92 925.69281:61 925.71857:122 929.76245:752 930.77368:51 936.48584:10 946.78992:2214	4.216843113	5.631739099	3.74757805	9.330646811	0.67844523	12.95457029	12.89930916	23.00172168	25.34814767	3.045363057	3.668654096	5.375434735	5.434397199	2.098974903	1.423069126	1.464708861	2.382943691	0.026715623
2723	14.206	972.79547	TAG 16:0-22:5-22:5	[M+NH4]+	adduct linked to 2743_[M+H]+	0.222	TRUE	14.22	972.80145	C63H102O6	TAG	XMRBIWWWAIEADV-YYQFQRANNA-N	CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	100	36.7	70.2	100	70.52	160824_Liver_EPA_Pos_09	972.79547:2122 973.79882:2472 974.80218:1309	91.05056:20 105.0703:20 107.09162:10 131.08456:31 133.10991:10 143.08282:20 161.1281:31 173.12605:41 201.15643:20 213.16479:20 215.18623:20 239.21115:10 257.24249:10 293.22549:10 295.2439:31 311.27179:10 313.26385:41 339.29959:10 369.27252:20 582.48022:10 625.52203:204 626.54224:20 627.53857:51 649.50281:31 651.52155:20 653.51819:31 671.46094:10 690.88477:10 699.51898:82 877.7019:61 878.70538:20 881.72339:20 955.7868:41 963.80322:10 972.72424:20 972.80786:112	0.845241262	1.041741283	0.777400633	2.253702751	0	0.669671924	0.599062176	1.07661722	1.078892172	0.993717079	1.704548894	1.916121705	1.057168584	0.123718628	0.18974255	0.184060759	0.252663879	0.003271301
2713	14.117	970.78033	TAG 16:0-22:5-22:6	[M+NH4]+	adduct linked to 2835_[M+H]+; adduct linked to 2733_[M+H]+	0.278	TRUE	14.04	970.78583	C63H100O6	TAG	QVOHTEKWCOOZBV-JTUQIUDNNA-N	CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.8	52.4	72.9	100	107.01	160824_Liver_EPA_Pos_07	970.78033:4174 971.78368:4806 972.78704:2671	85.1002:10 91.05388:31 95.08529:41 107.09081:10 121.09663:20 133.09917:20 157.10312:31 161.13234:31 169.10521:31 171.11098:20 175.14865:41 183.11887:41 185.13098:31 187.15021:31 195.10605:10 199.14507:31 201.16508:51 213.16338:31 215.18066:41 223.14876:20 225.15761:20 227.18182:41 267.21548:10 269.22113:31 293.22122:41 309.22955:10 311.23001:41 313.28186:61 387.28949:31 585.84259:10 623.49463:257 625.47614:42 625.50787:385 626.5387:21 695.3233:10 697.50146:112 888.71625:20 914.69916:20 953.72827:51 953.76312:41 970.71344:31 970.74426:155 970.7926:177	0.679257328	0.678343161	0.692900564	1.918821567	0	1.511593926	2.309768407	3.705962735	4.072028313	1.431453759	2.694995107	2.879600432	2.308354177	0.239660657	0.152442733	0.178875949	0.206561702	0.007087818
2706	14.038	968.7674	TAG 16:0-22:6-22:6	[M+NH4]+	ion correlated with 2709; adduct linked to 2728_[M+H]+; adduct linked to 2831_[M+H]+	0.278	TRUE	13.92	968.77014	C63H98O6	TAG	VLEDHTUUVAXNOJ-QPPLYHLQNA-N	CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.5	60.9	76	100	776.28	160824_Liver_DHA_Pos_14	968.7674:25226 969.77075:39966 970.77411:21290	71.08385:71 77.03579:71 79.05244:122 81.06848:163 83.07903:41 83.08418:102 85.1025:112 89.05862:21 91.05491:253 93.06788:143 95.08221:197 97.09726:41 105.06626:133 107.08754:92 109.06323:31 109.10154:133 117.06873:122 119.08783:184 121.10091:184 123.11521:92 128.05595:31 129.06699:82 131.08321:246 133.09877:184 135.07887:41 135.11659:82 137.12978:51 141.06837:41 143.078:31 143.08813:122 145.10014:153 147.11421:71 149.09048:31 149.13011:51 155.08437:102 157.10445:143 159.07887:41 159.11624:143 161.09248:31 161.13547:133 163.1494:82 167.0871:61 168.09166:41 169.10107:173 171.11789:245 173.12994:163 175.12202:51 175.14444:102 181.10017:112 183.11456:143 185.13432:204 187.11111:61 187.14972:133 189.12556:51 189.16437:71 195.10356:31 195.11539:92 197.13077:112 199.14853:184 201.12254:71 201.16257:224 203.17667:71 209.13431:122 211.14684:245 213.12369:41 213.16283:153 214.16306:31 215.14906:51 215.18425:143 221.13158:41 221.2281:41 223.14609:153 225.16127:153 227.1366:51 227.17912:204 229.15686:61 234.007:10 237.1687:112 239.18282:61 239.23737:153 241.15723:61 241.19447:82 243.17056:31 245.15471:31 249.15387:31 251.17342:92 253.16071:31 253.19212:41 255.1761:51 256.27261:31 261.16306:31 263.17795:31 265.1868:51 267.17102:31 267.21252:82 269.22513:163 281.22729:41 283.20404:31 283.23727:82 291.21152:51 293.23022:559 297.27881:51 299.19394:10 309.22141:71 311.23428:617 313.27866:740 349.26535:41 367.2605:112 383.25101:61 385.27826:194 439.28159:31 531.46112:31 541.40485:31 621.45886:41 621.49756:61 621.56085:61 623.50055:8623 624.50146:342 625.49969:82 639.48334:41 695.50439:1166 696.50934:51 707.70599:10 899.71368:92 933.71143:41 951.72345:356 952.74225:41 968.76111:1966	0.271532691	0.201266652	0.210546005	0.425346716	0	9.091734359	10.86673587	15.92888328	20.91288678	0.403281557	1.075673658	0.993277038	0.795917959	0.149169318	0.054327995	0.091382278	0.136510342	0.008178252
2707	13.841	968.76849	TAG 18:1-20:5-22:6	[M+NH4]+	ion correlated with 2727; adduct linked to 2727_[M+H]+	0.222	TRUE	13.92	968.77014	C63H98O6	TAG	NZLVRFDQKNFKNY-FKNBEOGKNA-N	CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.8	40.4	75.3	100	108.72	160824_Liver_EPA_Pos_10	968.7644:2820 969.76775:4057 970.77111:1536	91.05361:10 91.06169:5 93.06792:20 95.08639:10 119.09097:5 121.09631:20 131.08327:15 159.10741:10 169.10115:10 171.11795:15 173.12816:10 187.144:15 197.13678:10 201.15863:25 247.23796:10 265.25354:15 269.0007:20 281.23212:5 285.2283:25 293.23032:20 311.2319:36 339.28647:82 619.46991:10 623.50421:194 624.48047:15 647.48969:10 649.50531:92 669.50159:41 795.95721:5 873.68774:82 874.67639:10 900.70453:20 950.71851:31 951.71936:20 951.78027:20 968.64716:10 968.69989:31 968.77014:102	0.192371123	0.109951227	0.120412598	0.19442154	0	0.509359969	0.708451158	0.860030882	0.999097373	1.415009268	2.326967505	1.539579409	1.805702851	0.010604454	0.014595581	0.014906329	0.018560617	0
2705	13.937	968.76501	TAG 18:2-20:4-22:6	[M+NH4]+		0.222	TRUE	13.93	968.77014	C63H98O6	TAG	VVQOCJRHOCGAET-FTSCXLDQNA-N	CCCCC\C=C/C\C=C/CCCCCCCC(=O)OCC(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	100	44.2	73.5	100	52.91	160824_Liver_AA_Pos_20	968.76501:2172 969.76836:2600 970.77172:986	81.06586:20 85.10633:10 91.05485:41 95.08215:20 105.06911:20 117.06718:20 147.11597:41 167.14008:10 171.11244:31 175.14639:20 183.12231:10 197.14279:10 199.1447:31 201.17873:10 203.17885:133 269.22775:71 285.2381:10 287.23602:82 337.27316:61 359.26654:10 361.27234:112 621.49884:31 623.50537:102 638.61798:21 647.50525:282 669.46637:10 671.51587:51 883.0058:10 900.68097:20 935.70648:31 951.72577:31 968.69318:51 968.76343:154	0.976326009	0.986765669	0.940063265	1.72360647	0	1.343891704	1.845867488	2.238479791	3.527595052	0.91462691	1.841429335	1.231663527	1.236458229	0.048780488	0.019460774	0.040182278	0.057478039	0.003816518
2695	13.762	966.74902	TAG 18:2-20:5-22:6	[M+NH4]+	ion correlated with 2717; adduct linked to 2717_[M+H]+; adduct linked to 2823_[M+H-2H2O]+	0.444	TRUE	13.73	966.75452	C63H96O6	TAG	GKGVYCDLFAHWTQ-WBRURSTNNA-N	CCCCC\C=C/C\C=C/CCCCCCCC(=O)OCC(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	100	56.1	82.9	100	129.55	160824_Liver_DHA_Pos_12	966.75421:4935 967.75756:5678 968.76092:2439	79.05209:41 81.07066:82 83.08511:31 85.10084:10 91.05455:71 93.0648:31 95.08186:71 97.10107:20 105.06735:41 106.03709:10 117.06532:31 117.08517:10 119.07979:31 121.10057:41 129.06825:31 131.08287:41 133.10007:61 135.11627:51 137.13275:31 143.08275:31 145.09473:20 145.10323:31 147.11389:31 149.13324:51 154.07716:10 157.10591:10 159.11594:51 161.12621:41 163.14189:41 169.09344:20 169.09712:51 171.11391:61 173.13153:61 175.14977:92 183.11047:41 185.12253:41 185.13405:61 186.99121:20 187.14172:31 195.11119:20 197.13249:92 197.14636:10 199.14828:51 201.16032:153 203.18045:31 209.13408:41 211.14662:71 213.16466:31 215.16954:20 221.18802:10 225.1526:20 225.16954:41 227.17892:31 229.19725:20 235.17809:10 241.15048:20 241.19431:31 257.23102:31 261.21994:20 263.23276:61 267.21011:92 285.22098:51 289.28128:10 293.22531:51 309.25858:20 311.23425:51 311.2442:71 315.21198:10 319.25781:20 337.27267:228 357.30585:10 385.26456:41 391.2807:20 609.50635:10 619.57233:21 621.48779:672 623.4837:32 645.47784:21 647.49756:687 669.48773:173 670.49933:31 949.72845:61 966.57727:31 966.67377:42 966.75275:330	0.080012768	0.033544442	0.054925045	0.118240039	0	2.582045736	2.826359308	3.235534683	4.050417221	1.441633682	2.265629571	1.986554076	2.050945473	0.044538706	0.005676059	0.007129114	0.028739019	0
2736	14.625	976.82153	TAG 16:0-20:3-24:5	[M+NH4]+		0.111	TRUE	14.5	976.83276	C63H106O6	TAG	JDTZRUVFWXPYNJ-HXCNKMPGNA-N	CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCC\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.6	20.8	57.9	100	34.75	160824_Liver_AA_Pos_20	976.82153:1173 977.82488:269 978.82824:0	71.08888:5 83.08963:5 117.07674:5 137.13019:10 165.17268:5 171.12575:5 185.12715:10 187.1483:5 191.19424:5 203.17722:20 227.18182:10 237.15843:5 241.1907:10 245.21939:10 255.21054:5 265.25409:20 269.00125:15 292.9483:5 297.26004:15 313.2644:15 315.27783:25 321.27344:5 333.32584:5 339.28189:20 341.28333:15 369.31094:5 387.30338:5 527.43011:5 550.90515:5 575.51392:15 576.51959:10 578.52686:10 593.52734:5 599.49213:10 601.49054:31 601.52515:41 603.52338:36 603.53723:31 604.5047:15 604.53937:31 625.50439:10 627.52441:102 628.5462:15 630.54279:20 631.56:10 647.49432:5 649.51355:10 651.54309:20 652.54468:20 653.53979:25 655.56842:25 677.53979:46 679.56116:20 699.4068:5 703.55841:51 703.59583:25 869.71918:10 894.72418:31 894.75372:61 894.78326:46 930.75781:20 934.83856:10 951.79468:15 951.8382:15 959.74634:10 959.79877:31 959.82501:41 976.80237:51 976.8465:87	0.371123052	0.430487006	0.394333654	0.930842721	0	0.171113115	0.265740774	0.347295877	0.303386474	0.351598872	0.603048737	0.540884496	0.231795898	0.251679039	0.199472937	0.132860759	0.366422497	0
2739	14.569	976.83893	TAG 18:1-18:2-24:5	[M+NH4]+	adduct linked to 2792_[M+H]+	0.111	TRUE	14.44	976.83276	C63H106O6	TAG	PNGCROMQGZCJAF-AUHNXXEPNA-N	CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.4	44.1	72.1	100	41.99	160824_Liver_EPA_Pos_07	976.83893:910 977.84228:395 978.84564:395	79.05278:5 83.08582:5 93.06825:10 107.08212:10 119.0929:5 121.09982:10 161.13603:5 173.55035:5 183.1171:5 201.16322:10 209.1248:10 213.15735:10 227.18411:10 247.22978:10 263.2406:15 288.24173:5 313.25464:15 321.23825:5 337.27365:15 341.26273:15 341.27835:20 363.80612:5 367.32376:5 390.99426:5 564.90527:5 601.5152:82 603.53424:15 621.50977:5 623.51276:10 627.57434:5 629.54816:51 630.53619:10 631.55341:15 643.59106:5 649.49963:36 649.54639:25 651.54364:15 654.53619:10 659.59937:5 677.54767:71 679.55432:56 679.56537:66 680.54407:10 880.73083:10 894.77136:10 906.74634:10 915.74988:10 941.82776:5 959.82574:51 959.85199:15 976.80762:71 976.85608:51	0.168537533	0.478008299	0.26265438	0.991153076	0	0.122223653	0.301821957	0.296780113	0.526978149	0.343768162	0.587552838	0.750375653	0.436058029	0.384588194	0.122440705	0.238501266	0.146090015	0
2732	14.44	974.82056	TAG 20:1-18:2-22:6	[M+NH4]+	adduct linked to 2691_[M+Na]+	0.389	TRUE	14.38	974.81714	C63H104O6	TAG	AHTTULMKWLTZHP-DRFLYOLSNA-N	CCCCCCCC\C=C/CCCCCCCCCC(=O)OC(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.8	30.1	77.2	100	56.61	160824_Liver_DHA_Pos_14	974.81116:1946 975.81451:3154 976.81787:1214	79.05997:10 81.07864:10 89.04265:10 95.08083:20 95.09322:10 117.06718:10 121.10089:31 131.08318:20 137.12975:20 149.09045:20 155.08257:10 161.12825:20 173.13918:20 175.14438:20 181.09253:10 203.18062:20 211.14676:20 213.17097:20 223.15654:20 227.14713:20 233.15732:10 255.18274:10 263.23508:31 267.21011:20 269.22501:41 291.28842:10 293.22284:20 311.23413:41 335.26996:10 537.43951:10 625.57336:20 629.5036:42 629.5567:361 630.5412:32 631.56195:31 645.60205:10 647.49268:92 647.51062:71 649.4975:31 653.51648:20 653.52728:31 673.552:31 677.51971:20 677.55646:92 854.75299:20 892.72272:20 916.75055:31 943.9129:10 957.81738:61 971.75763:10 974.79474:102 974.82117:112	0.841836463	1.096716896	0.883729886	2.113243108	0.67844523	0.536078628	0.779468089	1.228795959	1.324926134	0.304614613	0.406121687	0.47496702	0.369464732	0.199363733	0.128116765	0.18924557	0.323313968	0.007633035
2802	14.341	996.79291	TAG 18:0-22:6-22:6	[M+NH4]+	adduct linked to 2817_[M+H]+	0.111	TRUE	14.18	996.80145	C65H102O6	TAG	POVKTGOFOJWXMA-AUFKHNQDNA-N	CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.3	27.5	66	100	41.55	160824_Liver_DHA_Pos_15	996.79291:1475 997.79626:660 998.79962:660	93.07085:10 119.08199:31 145.10391:10 159.11844:20 185.13287:20 187.15791:20 293.21646:20 293.23096:41 311.24005:61 338.2822:10 341.29385:31 651.53271:281 672.48529:31 695.47632:20 695.5061:51 698.52698:31 928.73657:51 928.77527:31 954.74017:174 954.75323:354 979.75537:31 994.08063:10 996.75592:31 996.79602:112 996.84503:41	0.008511997	0.015840431	0.041545867	0.024600277	0	0.352458907	0.40892007	0.654179144	1.226013832	0.043851975	0.087810095	0.006320854	0.044822411	0.042417815	0.035678086	0.016850633	0.047898366	0
